experience_level_code,job_title,job category code,salary_in_usd,salary_in_usd_code,remote_ratio,company_location,company_size,company_size_code
2,Data Analyst,1,100000,1,100,US,M,2
2,Data Analyst,1,100000,1,0,US,M,2
2,Data Analyst,1,100000,1,0,US,M,2
3,Data Analyst,1,100000,1,100,US,M,2
3,Data Analyst,1,100000,1,100,US,M,2
3,Data Analyst,1,100000,1,100,US,M,2
3,Data Analyst,1,100500,2,0,US,M,2
3,Data Analyst,1,100500,2,0,US,M,2
3,Data Analyst,1,102500,2,100,US,M,2
2,Data Analyst,1,103200,2,0,US,M,2
3,Data Analyst,1,104300,2,0,US,L,3
2,Data Analyst,1,105000,2,0,US,M,2
3,Data Analyst,1,105000,2,100,US,M,2
3,Data Analyst,1,105200,2,0,US,M,2
2,Data Analyst,1,105380,2,0,US,M,2
2,Data Analyst,1,105500,2,0,US,M,2
3,Data Analyst,1,105500,2,0,US,M,2
3,Data Analyst,1,105500,2,0,US,M,2
3,Data Analyst,1,105500,2,0,US,M,2
3,Data Analyst,1,106000,2,0,US,M,2
3,Data Analyst,1,106000,2,0,US,M,2
3,Data Analyst,1,106020,2,0,US,M,2
3,Data Analyst,1,106020,2,0,US,M,2
3,Data Analyst,1,106020,2,0,US,M,2
3,Data Analyst,1,106020,2,0,US,M,2
3,Data Analyst,1,106020,2,0,US,M,2
3,Data Analyst,1,106800,2,0,US,M,2
3,Data Analyst,1,106800,2,0,US,M,2
3,Data Analyst,1,106800,2,0,US,M,2
3,Data Analyst,1,106800,2,0,US,M,2
3,Data Analyst,1,106800,2,0,US,M,2
3,Data Analyst,1,108000,2,0,US,M,2
3,Data Analyst,1,108000,2,100,US,M,2
2,Data Analyst,1,109000,2,0,US,M,2
2,Data Analyst,1,110000,2,100,US,M,2
2,Data Analyst,1,110000,2,100,US,M,2
3,Data Analyst,1,110000,2,100,US,M,2
3,Data Analyst,1,110000,2,0,US,M,2
3,Data Analyst,1,110000,2,0,US,M,2
3,Data Analyst,1,110000,2,0,US,M,2
3,Data Analyst,1,110000,2,100,US,S,1
3,Data Analyst,1,110600,2,0,US,M,2
3,Data Analyst,1,110600,2,0,US,M,2
3,Data Analyst,1,110600,2,0,US,M,2
2,Data Analyst,1,112000,2,0,US,M,2
3,Data Analyst,1,112000,2,100,US,M,2
3,Data Analyst,1,112000,2,100,US,M,2
3,Data Analyst,1,115934,2,100,US,M,2
3,Data Analyst,1,115934,2,100,US,M,2
2,Data Analyst,1,116000,2,0,US,M,2
3,Data Analyst,1,119500,2,100,US,M,2
2,Data Analyst,1,120000,2,100,US,M,2
2,Data Analyst,1,120000,2,0,US,M,2
3,Data Analyst,1,120000,2,100,US,M,2
3,Data Analyst,1,120000,2,0,US,M,2
3,Data Analyst,1,120000,2,0,US,M,2
3,Data Analyst,1,120000,2,100,US,M,2
3,Data Analyst,1,120000,2,100,US,M,2
3,Data Analyst,1,120250,2,100,US,M,2
3,Data Analyst,1,120250,2,100,US,M,2
2,Data Analyst,1,121500,2,0,US,M,2
3,Data Analyst,1,121600,2,100,US,M,2
3,Data Analyst,1,121700,2,0,US,M,2
3,Data Analyst,1,121700,2,0,US,M,2
3,Data Analyst,1,121700,2,0,US,M,2
3,Data Analyst,1,121904,2,0,US,M,2
3,Data Analyst,1,122000,2,100,US,M,2
3,Data Analyst,1,122000,2,0,US,M,2
2,Data Analyst,1,124000,2,0,US,M,2
2,Data Analyst,1,125000,2,0,US,M,2
3,Data Analyst,1,125000,2,100,US,M,2
3,Data Analyst,1,125000,2,0,US,M,2
3,Data Analyst,1,125000,2,0,US,M,2
3,Data Analyst,1,125000,2,100,US,M,2
3,Data Analyst,1,125000,2,0,US,M,2
3,Data Analyst,1,125600,2,0,US,M,2
3,Data Analyst,1,125600,2,100,US,M,2
3,Data Analyst,1,127000,2,100,US,M,2
3,Data Analyst,1,127075,2,100,US,M,2
2,Data Analyst,1,128000,2,0,US,M,2
3,Data Analyst,1,128000,2,0,US,M,2
3,Data Analyst,1,128500,2,0,US,M,2
2,Data Analyst,1,130000,2,0,US,M,2
2,Data Analyst,1,130000,2,0,US,M,2
3,Data Analyst,1,130000,2,100,US,M,2
3,Data Analyst,1,130000,2,100,US,M,2
3,Data Analyst,1,130000,2,100,US,M,2
3,Data Analyst,1,130000,2,100,US,M,2
2,Data Analyst,1,135000,2,0,US,M,2
3,Data Analyst,1,135000,2,0,US,M,2
3,Data Analyst,1,135000,2,0,US,M,2
3,Data Analyst,1,135000,2,0,US,M,2
3,Data Analyst,1,137500,2,0,US,M,2
3,Data Analyst,1,138000,2,100,US,M,2
3,Data Analyst,1,138900,2,0,US,M,2
3,Data Analyst,1,139000,2,0,US,M,2
3,Data Analyst,1,140000,2,0,US,M,2
3,Data Analyst,1,140000,2,0,US,M,2
3,Data Analyst,1,140000,2,100,US,M,2
3,Data Analyst,1,140000,2,100,US,M,2
3,Data Analyst,1,141290,2,0,US,M,2
3,Data Analyst,1,142000,2,100,US,M,2
3,Data Analyst,1,142000,2,100,US,M,2
2,Data Analyst,1,143000,2,0,US,M,2
3,Data Analyst,1,145000,2,0,US,M,2
3,Data Analyst,1,145000,2,0,US,M,2
3,Data Analyst,1,145000,2,0,US,M,2
3,Data Analyst,1,145000,2,100,US,M,2
3,Data Analyst,1,145000,2,0,US,M,2
3,Data Analyst,1,145000,2,100,US,M,2
3,Data Analyst,1,148500,2,0,US,M,2
3,Data Analyst,1,148700,2,0,US,M,2
3,Data Analyst,1,149500,2,100,US,M,2
1,Data Analyst,1,150000,2,0,US,M,2
2,Data Analyst,1,150000,2,100,US,M,2
2,Data Analyst,1,150000,2,0,US,M,2
2,Data Analyst,1,150000,2,0,US,M,2
2,Data Analyst,1,150000,2,0,US,M,2
2,Data Analyst,1,150000,2,0,US,M,2
3,Data Analyst,1,152380,2,0,US,M,2
3,Data Analyst,1,153600,2,0,US,M,2
3,Data Analyst,1,153600,2,0,US,M,2
3,Data Analyst,1,153600,2,0,US,M,2
3,Data Analyst,1,153600,2,0,US,M,2
3,Data Analyst,1,153600,2,0,US,M,2
3,Data Analyst,1,153600,2,0,US,M,2
3,Data Analyst,1,153600,2,0,US,M,2
2,Data Analyst,1,154000,2,0,US,M,2
3,Data Analyst,1,155000,2,0,US,M,2
3,Data Analyst,1,155000,2,100,US,M,2
2,Data Analyst,1,160000,2,0,US,M,2
2,Data Analyst,1,160000,2,0,US,M,2
3,Data Analyst,1,160000,2,100,US,M,2
3,Data Analyst,1,160000,2,100,US,M,2
3,Data Analyst,1,161500,2,100,US,M,2
2,Data Analyst,1,165000,2,0,US,M,2
3,Data Analyst,1,165000,2,100,US,M,2
3,Data Analyst,1,165000,2,100,US,M,2
3,Data Analyst,1,165000,2,100,US,M,2
3,Data Analyst,1,168400,2,0,US,M,2
3,Data Analyst,1,169000,2,0,US,M,2
3,Data Analyst,1,169000,2,0,US,M,2
3,Data Analyst,1,169000,2,0,US,M,2
3,Data Analyst,1,170500,2,100,US,M,2
3,Data Analyst,1,170550,2,100,US,M,2
3,Data Analyst,1,175000,2,0,US,M,2
3,Data Analyst,1,175000,2,0,US,M,2
3,Data Analyst,1,175000,2,100,US,M,2
3,Data Analyst,1,175000,2,0,US,M,2
3,Data Analyst,1,179975,2,100,US,M,2
3,Data Analyst,1,180000,2,0,US,M,2
3,Data Analyst,1,180000,2,0,US,M,2
3,Data Analyst,1,180180,2,0,US,M,2
3,Data Analyst,1,180180,2,0,US,M,2
3,Data Analyst,1,180180,2,0,US,M,2
3,Data Analyst,1,180180,2,0,US,M,2
3,Data Analyst,1,180180,2,0,US,M,2
2,Data Analyst,1,182500,2,0,US,M,2
3,Data Analyst,1,185000,2,100,US,M,2
3,Data Analyst,1,185000,2,100,US,M,2
3,Data Analyst,1,185900,2,0,US,M,2
3,Data Analyst,1,185900,2,0,US,M,2
3,Data Analyst,1,185900,2,0,US,M,2
3,Data Analyst,1,187000,2,0,US,M,2
3,Data Analyst,1,190000,2,100,US,M,2
3,Data Analyst,1,192500,2,100,US,M,2
3,Data Analyst,1,200000,2,0,US,M,2
3,Data Analyst,1,202800,3,0,US,L,3
3,Data Analyst,1,204500,3,0,US,M,2
2,Data Analyst,1,206000,3,0,US,M,2
2,Data Analyst,1,206000,3,0,US,M,2
3,Data Analyst,1,206500,3,100,US,M,2
3,Data Analyst,1,208049,3,0,US,M,2
3,Data Analyst,1,208450,3,100,US,M,2
3,Data Analyst,1,227000,3,0,US,M,2
3,Data Analyst,1,230000,3,0,US,M,2
3,Data Analyst,1,240500,3,0,US,M,2
3,Data Analyst,1,250000,3,100,US,M,2
3,Data Analyst,1,385000,4,0,US,M,2
1,Data Engineer,2,58000,1,100,US,M,2
2,Data Engineer,2,60400,1,100,US,M,2
1,Data Engineer,2,61800,1,100,US,M,2
1,Data Engineer,2,61800,1,100,US,M,2
1,Data Engineer,2,62000,1,100,US,M,2
3,Data Engineer,2,63000,1,100,US,M,2
3,Data Engineer,2,63000,1,100,US,M,2
1,Data Engineer,2,65000,1,0,US,M,2
1,Data Engineer,2,65000,1,0,US,M,2
1,Data Engineer,2,65000,1,0,US,M,2
1,Data Engineer,2,65000,1,0,US,M,2
3,Data Engineer,2,65000,1,0,US,M,2
3,Data Engineer,2,65000,1,100,US,M,2
3,Data Engineer,2,65488,1,0,US,M,2
3,Data Engineer,2,65488,1,0,US,M,2
3,Data Engineer,2,66000,1,100,US,M,2
2,Data Engineer,2,70000,1,100,US,M,2
2,Data Engineer,2,70000,1,100,US,M,2
2,Data Engineer,2,70000,1,0,US,M,2
1,Data Engineer,2,73900,1,0,US,M,2
2,Data Engineer,2,75000,1,0,US,M,2
2,Data Engineer,2,75000,1,100,US,M,2
2,Data Engineer,2,75000,1,0,US,M,2
3,Data Engineer,2,75000,1,100,US,M,2
3,Data Engineer,2,75000,1,0,US,M,2
3,Data Engineer,2,75000,1,0,US,M,2
3,Data Engineer,2,75000,1,100,US,M,2
3,Data Engineer,2,75000,1,100,US,M,2
3,Data Engineer,2,75000,1,0,US,M,2
3,Data Engineer,2,75000,1,100,US,M,2
3,Data Engineer,2,78000,1,100,US,M,2
3,Data Engineer,2,80000,1,0,US,M,2
3,Data Engineer,2,81500,1,0,US,M,2
3,Data Engineer,2,81500,1,0,US,M,2
3,Data Engineer,2,81500,1,0,US,M,2
3,Data Engineer,2,81500,1,100,US,M,2
3,Data Engineer,2,81500,1,0,US,M,2
3,Data Engineer,2,81500,1,0,US,M,2
1,Data Engineer,2,85000,1,0,US,M,2
1,Data Engineer,2,85000,1,0,US,M,2
1,Data Engineer,2,85000,1,0,US,M,2
1,Data Engineer,2,85000,1,0,US,M,2
3,Data Engineer,2,85000,1,100,US,M,2
3,Data Engineer,2,87980,1,0,US,M,2
3,Data Engineer,2,87980,1,0,US,M,2
1,Data Engineer,2,90000,1,0,US,M,2
1,Data Engineer,2,90000,1,0,US,M,2
2,Data Engineer,2,90000,1,0,US,M,2
2,Data Engineer,2,90000,1,100,US,M,2
2,Data Engineer,2,90000,1,100,US,M,2
2,Data Engineer,2,90000,1,0,US,M,2
2,Data Engineer,2,90000,1,0,US,M,2
3,Data Engineer,2,90000,1,0,US,M,2
3,Data Engineer,2,90000,1,100,US,M,2
3,Data Engineer,2,90700,1,0,US,M,2
3,Data Engineer,2,90700,1,0,US,M,2
1,Data Engineer,2,92700,1,100,US,M,2
1,Data Engineer,2,92700,1,100,US,M,2
3,Data Engineer,2,94000,1,0,US,M,2
3,Data Engineer,2,94300,1,0,US,M,2
2,Data Engineer,2,95000,1,0,US,M,2
2,Data Engineer,2,95000,1,0,US,M,2
2,Data Engineer,2,95000,1,100,US,M,2
2,Data Engineer,2,95000,1,0,US,M,2
3,Data Engineer,2,95000,1,100,US,M,2
3,Data Engineer,2,96100,1,100,US,M,2
2,Data Engineer,2,100000,1,100,US,M,2
2,Data Engineer,2,100000,1,100,US,M,2
2,Data Engineer,2,100000,1,0,US,M,2
2,Data Engineer,2,100000,1,0,US,M,2
3,Data Engineer,2,100000,1,0,US,M,2
3,Data Engineer,2,100706,2,0,US,M,2
2,Data Engineer,2,102000,2,0,US,M,2
2,Data Engineer,2,102000,2,0,US,M,2
3,Data Engineer,2,104000,2,100,US,M,2
2,Data Engineer,2,105000,2,0,US,M,2
3,Data Engineer,2,105200,2,0,US,M,2
3,Data Engineer,2,105700,2,0,US,L,3
3,Data Engineer,2,105700,2,0,US,L,3
4,Data Engineer,2,106500,2,0,US,M,2
3,Data Engineer,2,106500,2,0,US,M,2
3,Data Engineer,2,106500,2,0,US,M,2
3,Data Engineer,2,106800,2,100,US,M,2
3,Data Engineer,2,106800,2,100,US,M,2
3,Data Engineer,2,106800,2,0,US,M,2
3,Data Engineer,2,106800,2,0,US,M,2
3,Data Engineer,2,107000,2,100,US,M,2
3,Data Engineer,2,107250,2,100,US,M,2
3,Data Engineer,2,107500,2,100,US,M,2
3,Data Engineer,2,107900,2,100,US,M,2
3,Data Engineer,2,109000,2,0,US,M,2
3,Data Engineer,2,109400,2,0,US,M,2
3,Data Engineer,2,109400,2,0,US,M,2
3,Data Engineer,2,109400,2,0,US,M,2
3,Data Engineer,2,109400,2,0,US,M,2
3,Data Engineer,2,109400,2,0,US,M,2
4,Data Engineer,2,110000,2,0,US,M,2
4,Data Engineer,2,110000,2,0,US,M,2
3,Data Engineer,2,110000,2,0,US,M,2
3,Data Engineer,2,111000,2,0,US,M,2
3,Data Engineer,2,113750,2,0,US,M,2
3,Data Engineer,2,114000,2,100,US,M,2
3,Data Engineer,2,114500,2,0,US,M,2
4,Data Engineer,2,115000,2,0,US,M,2
3,Data Engineer,2,115000,2,0,US,M,2
3,Data Engineer,2,115000,2,0,US,M,2
3,Data Engineer,2,115000,2,0,US,M,2
3,Data Engineer,2,115000,2,0,US,M,2
3,Data Engineer,2,115000,2,0,US,M,2
3,Data Engineer,2,115000,2,0,US,M,2
2,Data Engineer,2,115092,2,0,US,M,2
1,Data Engineer,2,115100,2,0,US,M,2
4,Data Engineer,2,115500,2,0,US,M,2
2,Data Engineer,2,116000,2,0,US,M,2
3,Data Engineer,2,116000,2,0,US,M,2
4,Data Engineer,2,116704,2,100,US,M,2
4,Data Engineer,2,116704,2,100,US,M,2
3,Data Engineer,2,119000,2,0,US,M,2
2,Data Engineer,2,120000,2,0,US,M,2
2,Data Engineer,2,120000,2,0,US,M,2
2,Data Engineer,2,120000,2,100,US,M,2
2,Data Engineer,2,120000,2,0,US,M,2
2,Data Engineer,2,120000,2,0,US,M,2
2,Data Engineer,2,120000,2,100,US,M,2
2,Data Engineer,2,120000,2,0,US,M,2
2,Data Engineer,2,120000,2,0,US,M,2
3,Data Engineer,2,120000,2,0,US,M,2
3,Data Engineer,2,120000,2,0,US,M,2
3,Data Engineer,2,120000,2,0,US,M,2
3,Data Engineer,2,120000,2,0,US,M,2
3,Data Engineer,2,120000,2,0,US,M,2
3,Data Engineer,2,120000,2,0,US,M,2
3,Data Engineer,2,121500,2,100,US,M,2
3,Data Engineer,2,122000,2,0,US,M,2
3,Data Engineer,2,123600,2,100,US,M,2
3,Data Engineer,2,123700,2,0,US,L,3
3,Data Engineer,2,123700,2,0,US,L,3
3,Data Engineer,2,124500,2,0,US,M,2
3,Data Engineer,2,124740,2,0,US,M,2
3,Data Engineer,2,124740,2,0,US,M,2
1,Data Engineer,2,125000,2,0,US,M,2
1,Data Engineer,2,125000,2,0,US,M,2
2,Data Engineer,2,125000,2,0,US,M,2
2,Data Engineer,2,125000,2,0,US,M,2
2,Data Engineer,2,125000,2,0,US,M,2
3,Data Engineer,2,126000,2,0,US,M,2
3,Data Engineer,2,126000,2,0,US,M,2
3,Data Engineer,2,126000,2,0,US,M,2
3,Data Engineer,2,126000,2,0,US,M,2
3,Data Engineer,2,126000,2,0,US,M,2
3,Data Engineer,2,128000,2,0,US,M,2
3,Data Engineer,2,128000,2,0,US,M,2
3,Data Engineer,2,128000,2,0,US,M,2
3,Data Engineer,2,128000,2,100,US,M,2
3,Data Engineer,2,129000,2,0,US,M,2
3,Data Engineer,2,129000,2,0,US,M,2
3,Data Engineer,2,129000,2,0,US,M,2
3,Data Engineer,2,129000,2,0,US,M,2
3,Data Engineer,2,129000,2,0,US,M,2
3,Data Engineer,2,129000,2,0,US,M,2
3,Data Engineer,2,129000,2,0,US,M,2
3,Data Engineer,2,129000,2,0,US,M,2
3,Data Engineer,2,129000,2,0,US,M,2
3,Data Engineer,2,129000,2,0,US,M,2
3,Data Engineer,2,129000,2,0,US,M,2
3,Data Engineer,2,129000,2,0,US,M,2
3,Data Engineer,2,129000,2,0,US,M,2
3,Data Engineer,2,129300,2,0,US,M,2
3,Data Engineer,2,129300,2,0,US,M,2
3,Data Engineer,2,129300,2,0,US,M,2
2,Data Engineer,2,130000,2,0,US,M,2
2,Data Engineer,2,130000,2,0,US,M,2
2,Data Engineer,2,130000,2,0,US,M,2
2,Data Engineer,2,130000,2,0,US,M,2
2,Data Engineer,2,130000,2,0,US,M,2
2,Data Engineer,2,130000,2,0,US,M,2
3,Data Engineer,2,130000,2,0,US,M,2
3,Data Engineer,2,130000,2,100,US,M,2
3,Data Engineer,2,130000,2,100,US,M,2
3,Data Engineer,2,130000,2,100,US,M,2
3,Data Engineer,2,130000,2,100,US,M,2
3,Data Engineer,2,130000,2,100,US,M,2
3,Data Engineer,2,130000,2,0,US,M,2
3,Data Engineer,2,130000,2,100,US,M,2
3,Data Engineer,2,130000,2,0,US,M,2
3,Data Engineer,2,130000,2,0,US,M,2
3,Data Engineer,2,132300,2,0,US,M,2
3,Data Engineer,2,132300,2,0,US,M,2
3,Data Engineer,2,132300,2,0,US,M,2
3,Data Engineer,2,133300,2,0,US,M,2
3,Data Engineer,2,133300,2,0,US,M,2
3,Data Engineer,2,133300,2,0,US,M,2
3,Data Engineer,2,133300,2,0,US,M,2
3,Data Engineer,2,133300,2,0,US,M,2
3,Data Engineer,2,133800,2,0,US,M,2
3,Data Engineer,2,133800,2,100,US,M,2
3,Data Engineer,2,133832,2,0,US,M,2
1,Data Engineer,2,135000,2,0,US,M,2
1,Data Engineer,2,135000,2,0,US,M,2
1,Data Engineer,2,135000,2,0,US,M,2
1,Data Engineer,2,135000,2,0,US,M,2
3,Data Engineer,2,135000,2,100,US,M,2
3,Data Engineer,2,135000,2,100,US,M,2
3,Data Engineer,2,137500,2,100,US,M,2
3,Data Engineer,2,137500,2,0,US,M,2
3,Data Engineer,2,138750,2,100,US,M,2
3,Data Engineer,2,139000,2,100,US,M,2
3,Data Engineer,2,139500,2,0,US,M,2
3,Data Engineer,2,139500,2,0,US,M,2
3,Data Engineer,2,139500,2,0,US,M,2
3,Data Engineer,2,139500,2,0,US,M,2
3,Data Engineer,2,139500,2,0,US,M,2
2,Data Engineer,2,140000,2,0,US,M,2
2,Data Engineer,2,140000,2,0,US,M,2
2,Data Engineer,2,140000,2,0,US,M,2
2,Data Engineer,2,140000,2,100,US,M,2
3,Data Engineer,2,140000,2,0,US,M,2
3,Data Engineer,2,140000,2,0,US,M,2
3,Data Engineer,2,140000,2,0,US,M,2
3,Data Engineer,2,140000,2,0,US,M,2
3,Data Engineer,2,140000,2,0,US,M,2
3,Data Engineer,2,140000,2,0,US,M,2
3,Data Engineer,2,141600,2,100,US,M,2
3,Data Engineer,2,141600,2,0,US,M,2
2,Data Engineer,2,143865,2,0,US,M,2
3,Data Engineer,2,144000,2,100,US,M,2
4,Data Engineer,2,145000,2,0,US,M,2
4,Data Engineer,2,145000,2,0,US,M,2
2,Data Engineer,2,145000,2,0,US,M,2
2,Data Engineer,2,145000,2,0,US,M,2
3,Data Engineer,2,145000,2,0,US,M,2
3,Data Engineer,2,145000,2,0,US,M,2
3,Data Engineer,2,145000,2,0,US,M,2
3,Data Engineer,2,145000,2,0,US,M,2
3,Data Engineer,2,145000,2,0,US,M,2
3,Data Engineer,2,145000,2,0,US,M,2
3,Data Engineer,2,145000,2,0,US,M,2
3,Data Engineer,2,145000,2,0,US,M,2
3,Data Engineer,2,145000,2,0,US,M,2
2,Data Engineer,2,146000,2,0,US,M,2
2,Data Engineer,2,146000,2,0,US,M,2
3,Data Engineer,2,146000,2,0,US,M,2
3,Data Engineer,2,146000,2,0,US,M,2
3,Data Engineer,2,146000,2,100,US,M,2
3,Data Engineer,2,146000,2,100,US,M,2
3,Data Engineer,2,146115,2,100,US,M,2
3,Data Engineer,2,147000,2,0,US,M,2
3,Data Engineer,2,147100,2,0,US,M,2
2,Data Engineer,2,149600,2,0,US,M,2
2,Data Engineer,2,149600,2,0,US,M,2
2,Data Engineer,2,150000,2,0,US,M,2
3,Data Engineer,2,150000,2,100,US,M,2
3,Data Engineer,2,150000,2,0,US,M,2
3,Data Engineer,2,150000,2,0,US,M,2
3,Data Engineer,2,150000,2,0,US,M,2
3,Data Engineer,2,150000,2,100,US,M,2
3,Data Engineer,2,150000,2,100,US,M,2
3,Data Engineer,2,150000,2,100,US,M,2
4,Data Engineer,2,150900,2,0,US,M,2
2,Data Engineer,2,151000,2,0,US,M,2
3,Data Engineer,2,153600,2,100,US,M,2
3,Data Engineer,2,153600,2,100,US,M,2
3,Data Engineer,2,153600,2,0,US,M,2
3,Data Engineer,2,153600,2,0,US,M,2
2,Data Engineer,2,154000,2,0,US,M,2
3,Data Engineer,2,154000,2,0,US,M,2
3,Data Engineer,2,155000,2,0,US,M,2
1,Data Engineer,2,160000,2,0,US,M,2
1,Data Engineer,2,160000,2,0,US,M,2
1,Data Engineer,2,160000,2,0,US,M,2
1,Data Engineer,2,160000,2,0,US,M,2
3,Data Engineer,2,160000,2,0,US,M,2
3,Data Engineer,2,160000,2,100,US,M,2
3,Data Engineer,2,160000,2,0,US,M,2
3,Data Engineer,2,160000,2,100,US,M,2
3,Data Engineer,2,160000,2,100,US,M,2
3,Data Engineer,2,160000,2,0,US,M,2
3,Data Engineer,2,160000,2,100,US,M,2
3,Data Engineer,2,160000,2,100,US,M,2
3,Data Engineer,2,160000,2,100,US,M,2
3,Data Engineer,2,160000,2,0,US,M,2
3,Data Engineer,2,160000,2,0,US,M,2
3,Data Engineer,2,160000,2,100,US,M,2
3,Data Engineer,2,160000,2,100,US,M,2
3,Data Engineer,2,160000,2,100,US,M,2
3,Data Engineer,2,160000,2,0,US,M,2
3,Data Engineer,2,160000,2,100,US,M,2
3,Data Engineer,2,160000,2,0,US,M,2
3,Data Engineer,2,160000,2,0,US,M,2
3,Data Engineer,2,160000,2,100,US,M,2
3,Data Engineer,2,161800,2,100,US,M,2
3,Data Engineer,2,161800,2,0,US,M,2
3,Data Engineer,2,162000,2,0,US,M,2
2,Data Engineer,2,162500,2,0,US,M,2
2,Data Engineer,2,162500,2,0,US,M,2
2,Data Engineer,2,162500,2,0,US,M,2
2,Data Engineer,2,162500,2,0,US,M,2
3,Data Engineer,2,162500,2,100,US,M,2
3,Data Engineer,2,162500,2,100,US,M,2
3,Data Engineer,2,163625,2,100,US,M,2
3,Data Engineer,2,163800,2,0,US,M,2
3,Data Engineer,2,163800,2,0,US,M,2
3,Data Engineer,2,163800,2,0,US,M,2
3,Data Engineer,2,163800,2,0,US,M,2
3,Data Engineer,2,163800,2,0,US,M,2
3,Data Engineer,2,165000,2,0,US,M,2
